commodity,commodity_type,price,market,state,district,date
Brown Rice,Cereals,78.32,Wholesale Market,National Average,All,2025-06-17
Brown Rice,Cereals,86.49,Government Market,National Average,All,2025-06-17
Brown Rice,Cereals,95.47,Local Market,National Average,All,2025-06-16
Brown Rice,Cereals,79.48,Wholesale Market,National Average,All,2025-06-16
Brown Rice,Cereals,88.28,Government Market,National Average,All,2025-06-16
Brown Rice,Cereals,91.77,Local Market,National Average,All,2025-06-15
Brown Rice,Cereals,75.73,Wholesale Market,National Average,All,2025-06-15
Brown Rice,Cereals,83.33,Government Market,National Average,All,2025-06-15
Brown Rice,Cereals,90.95,Local Market,National Average,All,2025-06-14
Brown Rice,Cereals,76.23,Wholesale Market,National Average,All,2025-06-14
Brown Rice,Cereals,83.76,Government Market,National Average,All,2025-06-14
Brown Rice,Cereals,90.09,Local Market,National Average,All,2025-06-13
Brown Rice,Cereals,73.1,Wholesale Market,National Average,All,2025-06-13
Brown Rice,Cereals,82.2,Government Market,National Average,All,2025-06-13
Brown Rice,Cereals,88.92,Local Market,National Average,All,2025-06-12
Brown Rice,Cereals,72.52,Wholesale Market,National Average,All,2025-06-12
Brown Rice,Cereals,78.52,Government Market,National Average,All,2025-06-12
Brown Rice,Cereals,93.54,Local Market,National Average,All,2025-06-11
Brown Rice,Cereals,74.5,Wholesale Market,National Average,All,2025-06-11
Brown Rice,Cereals,83.56,Government Market,National Average,All,2025-06-11
Brown Rice,Cereals,86.12,Local Market,National Average,All,2025-06-10
Brown Rice,Cereals,71.04,Wholesale Market,National Average,All,2025-06-10
Brown Rice,Cereals,79.73,Government Market,National Average,All,2025-06-10
Brown Rice,Cereals,89.32,Local Market,National Average,All,2025-06-09
Brown Rice,Cereals,72.18,Wholesale Market,National Average,All,2025-06-09
Brown Rice,Cereals,79.19,Government Market,National Average,All,2025-06-09
Brown Rice,Cereals,91.81,Local Market,National Average,All,2025-06-08
Brown Rice,Cereals,75.43,Wholesale Market,National Average,All,2025-06-08
Brown Rice,Cereals,84.42,Government Market,National Average,All,2025-06-08
Brown Rice,Cereals,93.9,Local Market,National Average,All,2025-06-07
Brown Rice,Cereals,76.04,Wholesale Market,National Average,All,2025-06-07
Brown Rice,Cereals,85.13,Government Market,National Average,All,2025-06-07
Brown Rice,Cereals,93.31,Local Market,National Average,All,2025-06-06
Brown Rice,Cereals,75.14,Wholesale Market,National Average,All,2025-06-06
Brown Rice,Cereals,85.43,Government Market,National Average,All,2025-06-06
Brown Rice,Cereals,92.42,Local Market,National Average,All,2025-06-05
Brown Rice,Cereals,76.37,Wholesale Market,National Average,All,2025-06-05
Brown Rice,Cereals,84.38,Government Market,National Average,All,2025-06-05
Brown Rice,Cereals,94.52,Local Market,National Average,All,2025-06-04
Brown Rice,Cereals,78.17,Wholesale Market,National Average,All,2025-06-04
Brown Rice,Cereals,88.58,Government Market,National Average,All,2025-06-04
Brown Rice,Cereals,104.21,Local Market,National Average,All,2025-06-03
Brown Rice,Cereals,84.47,Wholesale Market,National Average,All,2025-06-03
Brown Rice,Cereals,94.77,Government Market,National Average,All,2025-06-03
Brown Rice,Cereals,100.08,Local Market,National Average,All,2025-06-02
Brown Rice,Cereals,82.34,Wholesale Market,National Average,All,2025-06-02
Brown Rice,Cereals,91.05,Government Market,National Average,All,2025-06-02
Brown Rice,Cereals,105.2,Local Market,National Average,All,2025-06-01
Brown Rice,Cereals,84.51,Wholesale Market,National Average,All,2025-06-01
Brown Rice,Cereals,94.46,Government Market,National Average,All,2025-06-01
Brown Rice,Cereals,105.95,Local Market,National Average,All,2025-05-31
Brown Rice,Cereals,86.07,Wholesale Market,National Average,All,2025-05-31
Brown Rice,Cereals,96.01,Government Market,National Average,All,2025-05-31
Brown Rice,Cereals,104.56,Local Market,National Average,All,2025-05-30
Brown Rice,Cereals,86.41,Wholesale Market,National Average,All,2025-05-30
Brown Rice,Cereals,95.91,Government Market,National Average,All,2025-05-30
Brown Rice,Cereals,111.8,Local Market,National Average,All,2025-05-29
Brown Rice,Cereals,89.18,Wholesale Market,National Average,All,2025-05-29
Brown Rice,Cereals,98.44,Government Market,National Average,All,2025-05-29
Brown Rice,Cereals,108.32,Local Market,National Average,All,2025-05-28
Brown Rice,Cereals,88.95,Wholesale Market,National Average,All,2025-05-28
Brown Rice,Cereals,99.72,Government Market,National Average,All,2025-05-28
Brown Rice,Cereals,110.53,Local Market,National Average,All,2025-05-27
Brown Rice,Cereals,86.73,Wholesale Market,National Average,All,2025-05-27
Brown Rice,Cereals,98.69,Government Market,National Average,All,2025-05-27
Brown Rice,Cereals,104.83,Local Market,National Average,All,2025-05-26
Brown Rice,Cereals,87.59,Wholesale Market,National Average,All,2025-05-26
Brown Rice,Cereals,97.63,Government Market,National Average,All,2025-05-26
Brown Rice,Cereals,106.96,Local Market,National Average,All,2025-05-25
Brown Rice,Cereals,86.8,Wholesale Market,National Average,All,2025-05-25
Brown Rice,Cereals,96.03,Government Market,National Average,All,2025-05-25
Brown Rice,Cereals,105.69,Local Market,National Average,All,2025-05-24
Brown Rice,Cereals,89.75,Wholesale Market,National Average,All,2025-05-24
Brown Rice,Cereals,99.04,Government Market,National Average,All,2025-05-24
Brown Rice,Cereals,103.78,Local Market,National Average,All,2025-05-23
Brown Rice,Cereals,84.85,Wholesale Market,National Average,All,2025-05-23
Brown Rice,Cereals,94.8,Government Market,National Average,All,2025-05-23
Brown Rice,Cereals,103.45,Local Market,National Average,All,2025-05-22
Brown Rice,Cereals,84.26,Wholesale Market,National Average,All,2025-05-22
Brown Rice,Cereals,94.35,Government Market,National Average,All,2025-05-22
Brown Rice,Cereals,103.75,Local Market,National Average,All,2025-05-21
Brown Rice,Cereals,84.4,Wholesale Market,National Average,All,2025-05-21
Brown Rice,Cereals,92.25,Government Market,National Average,All,2025-05-21
Brown Rice,Cereals,100.31,Local Market,National Average,All,2025-05-20
Brown Rice,Cereals,82.75,Wholesale Market,National Average,All,2025-05-20
Brown Rice,Cereals,92.16,Government Market,National Average,All,2025-05-20
Brown Rice,Cereals,97.74,Local Market,National Average,All,2025-05-19
Brown Rice,Cereals,79.66,Wholesale Market,National Average,All,2025-05-19
Brown Rice,Cereals,89.47,Government Market,National Average,All,2025-05-19
Brown Rice,Cereals,95.59,Local Market,National Average,All,2025-05-18
Brown Rice,Cereals,79.64,Wholesale Market,National Average,All,2025-05-18
Brown Rice,Cereals,88.71,Government Market,National Average,All,2025-05-18
Brown Rice,Cereals,90.1,Local Market,National Average,All,2025-05-17
Brown Rice,Cereals,73.83,Wholesale Market,National Average,All,2025-05-17
Brown Rice,Cereals,81.09,Government Market,National Average,All,2025-05-17
Brown Rice,Cereals,91.53,Local Market,National Average,All,2025-05-16
Brown Rice,Cereals,74.07,Wholesale Market,National Average,All,2025-05-16
Brown Rice,Cereals,82.55,Government Market,National Average,All,2025-05-16
Brown Rice,Cereals,88.69,Local Market,National Average,All,2025-05-15
Brown Rice,Cereals,72.0,Wholesale Market,National Average,All,2025-05-15
Brown Rice,Cereals,80.71,Government Market,National Average,All,2025-05-15
Brown Rice,Cereals,90.31,Local Market,National Average,All,2025-05-14
Brown Rice,Cereals,74.33,Wholesale Market,National Average,All,2025-05-14
Brown Rice,Cereals,81.88,Government Market,National Average,All,2025-05-14
Brown Rice,Cereals,88.52,Local Market,National Average,All,2025-05-13
Brown Rice,Cereals,72.31,Wholesale Market,National Average,All,2025-05-13
Brown Rice,Cereals,81.39,Government Market,National Average,All,2025-05-13
Brown Rice,Cereals,88.36,Local Market,National Average,All,2025-05-12
Brown Rice,Cereals,72.56,Wholesale Market,National Average,All,2025-05-12
Brown Rice,Cereals,79.86,Government Market,National Average,All,2025-05-12
Brown Rice,Cereals,89.04,Local Market,National Average,All,2025-05-11
Brown Rice,Cereals,73.24,Wholesale Market,National Average,All,2025-05-11
Brown Rice,Cereals,80.46,Government Market,National Average,All,2025-05-11
Brown Rice,Cereals,90.95,Local Market,National Average,All,2025-05-10
Brown Rice,Cereals,76.21,Wholesale Market,National Average,All,2025-05-10
Brown Rice,Cereals,83.02,Government Market,National Average,All,2025-05-10
Brown Rice,Cereals,92.69,Local Market,National Average,All,2025-05-09
Brown Rice,Cereals,77.59,Wholesale Market,National Average,All,2025-05-09
Brown Rice,Cereals,83.46,Government Market,National Average,All,2025-05-09
Brown Rice,Cereals,90.8,Local Market,National Average,All,2025-05-08
Brown Rice,Cereals,75.4,Wholesale Market,National Average,All,2025-05-08
Brown Rice,Cereals,82.66,Government Market,National Average,All,2025-05-08
Brown Rice,Cereals,97.3,Local Market,National Average,All,2025-05-07
Brown Rice,Cereals,80.33,Wholesale Market,National Average,All,2025-05-07
Brown Rice,Cereals,86.14,Government Market,National Average,All,2025-05-07
Brown Rice,Cereals,97.62,Local Market,National Average,All,2025-05-06
Brown Rice,Cereals,80.32,Wholesale Market,National Average,All,2025-05-06
Brown Rice,Cereals,89.06,Government Market,National Average,All,2025-05-06
Brown Rice,Cereals,100.25,Local Market,National Average,All,2025-05-05
Brown Rice,Cereals,83.58,Wholesale Market,National Average,All,2025-05-05
Brown Rice,Cereals,91.67,Government Market,National Average,All,2025-05-05
Wheat Flour,Cereals,44.88,Local Market,National Average,All,2025-07-03
Wheat Flour,Cereals,36.09,Wholesale Market,National Average,All,2025-07-03
Wheat Flour,Cereals,41.25,Government Market,National Average,All,2025-07-03
Wheat Flour,Cereals,44.61,Local Market,National Average,All,2025-07-02
Wheat Flour,Cereals,36.23,Wholesale Market,National Average,All,2025-07-02
Wheat Flour,Cereals,41.17,Government Market,National Average,All,2025-07-02
Wheat Flour,Cereals,45.55,Local Market,National Average,All,2025-07-01
Wheat Flour,Cereals,36.7,Wholesale Market,National Average,All,2025-07-01
Wheat Flour,Cereals,40.3,Government Market,National Average,All,2025-07-01
Wheat Flour,Cereals,45.79,Local Market,National Average,All,2025-06-30
Wheat Flour,Cereals,36.95,Wholesale Market,National Average,All,2025-06-30
Wheat Flour,Cereals,41.15,Government Market,National Average,All,2025-06-30
Wheat Flour,Cereals,45.66,Local Market,National Average,All,2025-06-29
Wheat Flour,Cereals,37.66,Wholesale Market,National Average,All,2025-06-29
Wheat Flour,Cereals,42.27,Government Market,National Average,All,2025-06-29
Wheat Flour,Cereals,47.36,Local Market,National Average,All,2025-06-28
Wheat Flour,Cereals,39.19,Wholesale Market,National Average,All,2025-06-28
Wheat Flour,Cereals,42.88,Government Market,National Average,All,2025-06-28
Wheat Flour,Cereals,45.13,Local Market,National Average,All,2025-06-27
Wheat Flour,Cereals,36.62,Wholesale Market,National Average,All,2025-06-27
Wheat Flour,Cereals,41.47,Government Market,National Average,All,2025-06-27
Wheat Flour,Cereals,47.74,Local Market,National Average,All,2025-06-26
Wheat Flour,Cereals,38.63,Wholesale Market,National Average,All,2025-06-26
Wheat Flour,Cereals,43.93,Government Market,National Average,All,2025-06-26
Wheat Flour,Cereals,46.85,Local Market,National Average,All,2025-06-25
Wheat Flour,Cereals,38.5,Wholesale Market,National Average,All,2025-06-25
Wheat Flour,Cereals,42.78,Government Market,National Average,All,2025-06-25
Wheat Flour,Cereals,47.01,Local Market,National Average,All,2025-06-24
Wheat Flour,Cereals,39.06,Wholesale Market,National Average,All,2025-06-24
Wheat Flour,Cereals,42.81,Government Market,National Average,All,2025-06-24
Wheat Flour,Cereals,46.11,Local Market,National Average,All,2025-06-23
Wheat Flour,Cereals,38.66,Wholesale Market,National Average,All,2025-06-23
Wheat Flour,Cereals,41.9,Government Market,National Average,All,2025-06-23
Wheat Flour,Cereals,46.5,Local Market,National Average,All,2025-06-22
Wheat Flour,Cereals,37.96,Wholesale Market,National Average,All,2025-06-22
Wheat Flour,Cereals,42.69,Government Market,National Average,All,2025-06-22
Wheat Flour,Cereals,44.61,Local Market,National Average,All,2025-06-21
Wheat Flour,Cereals,36.47,Wholesale Market,National Average,All,2025-06-21
Wheat Flour,Cereals,40.78,Government Market,National Average,All,2025-06-21
Wheat Flour,Cereals,42.91,Local Market,National Average,All,2025-06-20
Wheat Flour,Cereals,35.47,Wholesale Market,National Average,All,2025-06-20
Wheat Flour,Cereals,39.91,Government Market,National Average,All,2025-06-20
Wheat Flour,Cereals,42.39,Local Market,National Average,All,2025-06-19
Wheat Flour,Cereals,35.0,Wholesale Market,National Average,All,2025-06-19
Wheat Flour,Cereals,38.44,Government Market,National Average,All,2025-06-19
Wheat Flour,Cereals,41.36,Local Market,National Average,All,2025-06-18
Wheat Flour,Cereals,34.43,Wholesale Market,National Average,All,2025-06-18
Wheat Flour,Cereals,38.69,Government Market,National Average,All,2025-06-18
Wheat Flour,Cereals,41.57,Local Market,National Average,All,2025-06-17
Wheat Flour,Cereals,34.25,Wholesale Market,National Average,All,2025-06-17
Wheat Flour,Cereals,37.58,Government Market,National Average,All,2025-06-17
Wheat Flour,Cereals,40.09,Local Market,National Average,All,2025-06-16
Wheat Flour,Cereals,33.33,Wholesale Market,National Average,All,2025-06-16
Wheat Flour,Cereals,35.77,Government Market,National Average,All,2025-06-16
Wheat Flour,Cereals,37.43,Local Market,National Average,All,2025-06-15
Wheat Flour,Cereals,31.35,Wholesale Market,National Average,All,2025-06-15
Wheat Flour,Cereals,35.02,Government Market,National Average,All,2025-06-15
Wheat Flour,Cereals,40.15,Local Market,National Average,All,2025-06-14
Wheat Flour,Cereals,32.75,Wholesale Market,National Average,All,2025-06-14
Wheat Flour,Cereals,36.71,Government Market,National Average,All,2025-06-14
Wheat Flour,Cereals,38.92,Local Market,National Average,All,2025-06-13
Wheat Flour,Cereals,32.12,Wholesale Market,National Average,All,2025-06-13
Wheat Flour,Cereals,35.93,Government Market,National Average,All,2025-06-13
Wheat Flour,Cereals,35.98,Local Market,National Average,All,2025-06-12
Wheat Flour,Cereals,30.32,Wholesale Market,National Average,All,2025-06-12
Wheat Flour,Cereals,32.96,Government Market,National Average,All,2025-06-12
Wheat Flour,Cereals,38.13,Local Market,National Average,All,2025-06-11
Wheat Flour,Cereals,31.24,Wholesale Market,National Average,All,2025-06-11
Wheat Flour,Cereals,34.91,Government Market,National Average,All,2025-06-11
Wheat Flour,Cereals,37.28,Local Market,National Average,All,2025-06-10
Wheat Flour,Cereals,30.38,Wholesale Market,National Average,All,2025-06-10
Wheat Flour,Cereals,33.59,Government Market,National Average,All,2025-06-10
Wheat Flour,Cereals,38.1,Local Market,National Average,All,2025-06-09
Wheat Flour,Cereals,30.78,Wholesale Market,National Average,All,2025-06-09
Wheat Flour,Cereals,34.46,Government Market,National Average,All,2025-06-09
